hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_id	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:4426	GOLGA3	golgin A3	protein-coding gene	gene with protein product	Approved	12q24.33	12q24.33	"golgin-160|GCP170|MEA-2"	"SY2/SY10 protein|Golgi complex-associated protein of 170 kD"		golgi autoantigen, golgin subfamily a, 3	Golgins	1084	1997-11-05		2010-02-12	2023-01-20	2802	ENSG00000090615	OTTHUMG00000168023	uc001ukz.1	AF485338	NM_005895		Q08378	"8315394|15829563"	MGI:96958	RGD:1305262			602581																				HGNC:4426	"ENST00000450791.8|NM_001389683.1"	
HGNC:4427	GOLGA4	golgin A4	protein-coding gene	gene with protein product	Approved	3p22.2	03p22.2	"GOLG|GCP2|p230|golgin-240"	golgin 245		golgi autoantigen, golgin subfamily a, 4	Golgins	1084	1997-11-05		2010-02-12	2023-01-20	2803	ENSG00000144674	OTTHUMG00000130799	uc003cgv.4	U31906	NM_002078		Q13439	8626529	MGI:1859646	RGD:1591925			602509																				HGNC:4427	"ENST00000361924.7|NM_002078.5"	
HGNC:4428	GOLGA5	golgin A5	protein-coding gene	gene with protein product	Approved	14q32.12	14q32.12	"ret-II|golgin-84|rfg5|GOLIM5"	golgi integral membrane protein 5		golgi autoantigen, golgin subfamily a, 5	Golgins	1084	1999-04-28		2010-02-12	2023-01-20	9950	ENSG00000066455	OTTHUMG00000171217	uc001yaz.3	AF085199	NM_005113	CCDS9905	Q8TBA6	"2734021|9443391|15004235"	MGI:1351475	RGD:1308163		GOLGA5	606918					122232															HGNC:4428	"ENST00000163416.7|NM_005113.4"	
HGNC:13567	GOLGA6A	golgin A6 family member A	protein-coding gene	gene with protein product	Approved	15q24.1	15q24.1	GLP		GOLGA6	"golgi autoantigen, golgin subfamily a, member 6|golgi autoantigen, golgin subfamily a, 6|golgi autoantigen, golgin subfamily a, 6A|golgin A6 family, member A"	Golgin related	1856	2002-08-30	2009-09-28	2015-11-18	2023-01-20	342096	ENSG00000159289	OTTHUMG00000173035	uc002axa.1	AF263742	NM_001038640	CCDS32290	Q9NYA3	11161787					610288																				HGNC:13567	"ENST00000290438.3|NM_001038640.2"	
HGNC:32205	GOLGA6B	golgin A6 family member B	protein-coding gene	gene with protein product	Approved	15q24.1	15q24.1				"golgi autoantigen, golgin subfamily a, 6B|golgin A6 family, member B"	Golgin related	1856	2008-01-23		2015-11-18	2023-01-20	55889	ENSG00000215186	OTTHUMG00000133511	uc010uks.2		NM_018652	CCDS10245	A6NDN3																										HGNC:32205	"ENST00000421285.4|NM_018652.5"	
HGNC:32206	GOLGA6C	golgin A6 family member C	protein-coding gene	gene with protein product	Approved	15q24.2	15q24.2				"golgi autoantigen, golgin subfamily a, 6C|golgin A6 family, member C"	Golgin related	1856	2008-08-06		2015-11-18	2023-01-20	653641	ENSG00000167195	OTTHUMG00000172671	uc002azs.3		NM_001164404	CCDS58388	A6NDK9																										HGNC:32206	"ENST00000300576.6|NM_001164404.2"	
HGNC:32204	GOLGA6D	golgin A6 family member D	protein-coding gene	gene with protein product	Approved	15q24.2	15q24.2				"golgi autoantigen, golgin subfamily a, 6D|golgin A6 family, member D"	Golgin related	1856	2008-08-06	2009-09-04	2015-11-18	2023-01-20	653643	ENSG00000140478	OTTHUMG00000172672	uc010uma.3		NM_001145224	CCDS45308	P0CG33																										HGNC:32204	"ENST00000434739.4|NM_001145224.3"	
HGNC:37444	GOLGA6L1	golgin A6 family like 1	protein-coding gene	gene with protein product	Approved	15q11.2	15q11.2				golgi autoantigen, golgin subfamily a, 6-like 1	Golgin related	1856	2009-09-28		2019-02-18	2023-01-20	283767	ENSG00000273976	OTTHUMG00000171928	uc032bvr.2	AK097517	NM_001001413	CCDS73699	Q8N7Z2																										HGNC:37444	"ENST00000614055.2|NM_001001413.3"	
HGNC:26695	GOLGA6L2	golgin A6 family like 2	protein-coding gene	gene with protein product	Approved	15q11.2	15q11.2	"CT105|FLJ36144"	cancer/testis antigen 105		golgi autoantigen, golgin subfamily a, 6-like 2	Golgin related	1856	2009-09-28		2019-02-18	2023-01-20	283685	ENSG00000174450	OTTHUMG00000176417	uc059gss.1	AK093463	NM_182561	CCDS76728	Q8N9W4																										HGNC:26695	"ENST00000567107.6|NM_001304388.2"	
HGNC:27256	GOLGA6L4	golgin A6 family like 4	protein-coding gene	gene with protein product	Approved	15q25.2	15q25.2				golgi autoantigen, golgin subfamily a, 6-like 4	Golgin related	1856	2009-09-28		2019-02-18	2023-01-20	643707	ENSG00000184206	OTTHUMG00000163050	uc059mrg.1	BC101294	NM_001267536	CCDS73774	A6NEF3	12477932																									HGNC:27256	"ENST00000510439.7|NM_001267536.3"	
HGNC:37225	GOLGA6L6	golgin A6 family like 6 (gene/pseudogene)	protein-coding gene	gene with protein product	Approved	15q11.2	15q11.2	FLJ36131			"golgin A6 family like 6|golgi autoantigen, golgin subfamily a, 6-like 6"	Golgin related	1856	2009-09-28		2024-09-20	2024-09-20	727832	ENSG00000277322	OTTHUMG00000171663	uc059gpb.1	AK093450	NM_001145004	CCDS45184	A8MZA4																										HGNC:37225	"ENST00000619213.1|NM_001145004.2"	
HGNC:37442	GOLGA6L7	golgin A6 family like 7	protein-coding gene	gene with protein product	Approved	15q13.1	15q13.1			GOLGA6L7P	"golgi autoantigen, golgin subfamily a, 6-like 7 (pseudogene)|golgin A6 family-like 7, pseudogene"	Golgin related	1856	2009-09-28	2017-08-14	2017-08-14	2023-01-20	728310	ENSG00000261649	OTTHUMG00000176345		AK302238	XR_078490	CCDS91969	A0A1B0GV03												PGOHUM00000262221														HGNC:37442	"ENST00000567390.7|NM_001365371.2"	
HGNC:37229	GOLGA6L9	golgin A6 family like 9	protein-coding gene	gene with protein product	Approved	15q25.2	15q25.2			GOLGA6L20	"golgi autoantigen, golgin subfamily a, 6-like 9|golgin A6 family-like 20"	Golgin related	1856	2009-09-28		2019-02-18	2023-01-20	440295	ENSG00000197978	OTTHUMG00000170547	uc032clr.2	BC041854	NM_198181	CCDS45326	A6NEM1			RGD:1306441																							HGNC:37229	"ENST00000618348.2|NM_198181.4"	
HGNC:37228	GOLGA6L10	golgin A6 family like 10	protein-coding gene	gene with protein product	Approved	15q25.2	15q25.2			GOLGA6L18	"golgi autoantigen, golgin subfamily a, 6-like 10|golgin A6 family-like 18"	Golgin related	1856	2009-09-28		2019-02-18	2023-01-20	647042	ENSG00000278662	OTTHUMG00000172580	uc284nst.1		NM_001164465	CCDS45325	A6NI86																										HGNC:37228	"ENST00000610657.2|NM_001164465.3"	
HGNC:50289	GOLGA6L22	golgin A6 family like 22	protein-coding gene	gene with protein product	Approved	15q11.2	15q11.2					Golgin related	1856	2014-04-01		2019-02-18	2023-01-20	440243	ENSG00000277865	OTTHUMG00000171883			NM_001271664	CCDS91962	H0YM25																										HGNC:50289	"ENST00000622895.2|NM_001396956.1"	
HGNC:55710	GOLGA6L24	golgin A6 family like 24	protein-coding gene	gene with protein product	Approved	15q13.1	15q13.1			GOLGA6L24P	golgin A6 family like 24, pseudogene			2021-07-05	2022-08-24	2022-08-24	2023-01-20	645202	ENSG00000237850				NM_001394758	CCDS91967	P0DX00																											"ENST00000568624.2|NM_001394758.1"	
HGNC:55711	GOLGA6L25	golgin A6 family like 25	protein-coding gene	gene with protein product	Approved	15q13.1	15q13.1			GOLGA6L25P	golgin A6 family like 25, pseudogene			2021-07-05	2022-08-24	2022-08-24	2023-01-20	100132202	ENSG00000227717				NM_001365373	CCDS91968	P0DX01																											"ENST00000620691.5|NM_001365373.2"	
HGNC:56306	GOLGA6L26	golgin A6 family like 26	protein-coding gene	gene with protein product	Approved	15q11.2	15q11.2							2022-08-24			2023-01-20	102723623	ENSG00000273756				NM_001382446	CCDS91963	P0DX02																											"ENST00000618455.5|NM_001382446.2"	
HGNC:24876	GOLGA7	golgin A7	protein-coding gene	gene with protein product	Approved	8p11.21	08p11.21	"GCP16|HSPC041|GOLGA3AP1|GOLGA7A"			golgi autoantigen, golgin subfamily a, 7			2004-01-23		2010-02-12	2023-01-20	51125	ENSG00000147533	OTTHUMG00000164077	uc003xnu.4	AF125102	NM_016099		Q7Z5G4	"14522980|16000296"	MGI:1931029	RGD:1359725			609453																				HGNC:24876	"ENST00000357743.9|NM_001002296.2"	
HGNC:31668	GOLGA7B	golgin A7 family member B	protein-coding gene	gene with protein product	Approved	10q24.2	10q24.2	"bA459F3.4|bA451M19.3"		"C10orf133|C10orf132"	"chromosome 10 open reading frame 133|chromosome 10 open reading frame 132|golgi autoantigen, golgin subfamily a, 7B|golgin A7 family, member B"			2004-05-27	2008-10-03	2015-11-18	2023-01-20	401647	ENSG00000155265	OTTHUMG00000018869	uc001kos.4	BC008047	NM_001010917	CCDS31265	Q2TAP0		MGI:1918396	RGD:1583839			614189																				HGNC:31668	"ENST00000370602.6|NM_001010917.3"	
HGNC:31972	GOLGA8A	golgin A8 family member A	protein-coding gene	gene with protein product	Approved	15q14	15q14	"GM88|GOLGIN-67|FAP286|CFAP286"			"golgi autoantigen, golgin subfamily a, 8A|golgin A8 family, member A"	"Cilia and flagella associated|MicroRNA protein coding host genes|Golgin related"	"1491|1691|1856"	2005-08-26		2015-11-18	2023-03-15	23015	ENSG00000175265	OTTHUMG00000129447	uc001zii.4	BX648160	NM_181076	"CCDS10038|CCDS91979"	A7E2F4	"10660574|10677249"					616180																				HGNC:31972	"ENST00000359187.5|NM_181077.5"	
HGNC:31973	GOLGA8B	golgin A8 family member B	protein-coding gene	gene with protein product	Approved	15q14	15q14				"golgi autoantigen, golgin subfamily a, 8B|golgin A8 family, member B"	"MicroRNA protein coding host genes|Golgin related"	"1691|1856"	2005-08-26		2015-11-18	2023-01-20	440270	ENSG00000215252	OTTHUMG00000129549	uc001ziq.4	AF164622	NM_001023567	CCDS45211	A8MQT2						609619																				HGNC:31973	"ENST00000683415.1|NM_001023567.5"	
HGNC:32378	GOLGA8F	golgin A8 family member F	protein-coding gene	gene with protein product	Approved	15q13.1	15q13.1	DKFZp434P162			"golgi autoantigen, golgin subfamily a, 8F|golgin A8 family, member F"	"Golgin related|Proteins encoded by multiple genes"	"1856|2293"	2005-11-07		2015-11-18	2023-03-15	100132565	ENSG00000153684	OTTHUMG00000167129	uc059gza.1		NM_001350920	CCDS86437	P0DX52	12477932																									HGNC:32378	"ENST00000526619.7|NM_001350920.2"	
HGNC:25328	GOLGA8G	golgin A8 family member G	protein-coding gene	gene with protein product	Approved	15q13.1	15q13.1	DKFZp434K052			"golgi autoantigen, golgin subfamily a, 8G|golgin A8 family, member G"	"Golgin related|Proteins encoded by multiple genes"	"1856|2293"	2005-11-07		2015-11-18	2023-03-15	283768	ENSG00000183629	OTTHUMG00000167134	uc059gzh.1		NM_001350919	CCDS86439	P0DX53	12477932																									HGNC:25328	"ENST00000525590.3|NM_001350919.3"	
HGNC:37443	GOLGA8H	golgin A8 family member H	protein-coding gene	gene with protein product	Approved	15q13.2	15q13.2	GOLGA6L11	golgi autoantigen, golgin subfamily a, 6-like 11		golgin A8 family, member H	Golgin related	1856	2010-07-02		2015-11-18	2023-01-20	728498	ENSG00000261794	OTTHUMG00000175654	uc032byf.2		NM_001282490	CCDS61576	P0CJ92																										HGNC:37443	"ENST00000566740.2|NM_001282490.2"	
HGNC:38650	GOLGA8J	golgin A8 family member J	protein-coding gene	gene with protein product	Approved	15q13.2	15q13.2				golgin A8 family, member J	Golgin related	1856	2010-07-02		2015-11-18	2023-01-20	653073	ENSG00000179938	OTTHUMG00000175635	uc021sgy.3		NM_001282472	CCDS61574	A6NMD2																										HGNC:38650	"ENST00000567927.2|NM_001282472.2"	
HGNC:38652	GOLGA8K	golgin A8 family member K	protein-coding gene	gene with protein product	Approved	15q13.3	15q13.3				golgin A8 family, member K	Golgin related	1856	2012-10-05		2015-11-18	2023-01-20	653125	ENSG00000249931	OTTHUMG00000175395	uc032byu.2		NM_001282493	CCDS61577	D6RF30																										HGNC:38652	"ENST00000512626.3|NM_001282493.2"	
HGNC:44404	GOLGA8M	golgin A8 family member M	protein-coding gene	gene with protein product	Approved	15q13.1	15q13.1				golgin A8 family, member M	Golgin related	1856	2012-10-05		2015-11-18	2023-01-20	653720	ENSG00000188626	OTTHUMG00000176338	uc021sgq.3		NM_001282468	CCDS61572	H3BSY2																										HGNC:44404	"ENST00000563027.2|NM_001282468.3"	
HGNC:44405	GOLGA8N	golgin A8 family member N	protein-coding gene	gene with protein product	Approved	15q13.3	15q13.3				golgin A8 family, member N	Golgin related	1856	2012-10-05		2015-11-18	2023-01-20	643699	ENSG00000232653	OTTHUMG00000175401	uc021sin.2		NM_001282494	CCDS61578	F8WBI6																										HGNC:44405	"ENST00000448387.7|NM_001282494.2"	
HGNC:44406	GOLGA8O	golgin A8 family member O	protein-coding gene	gene with protein product	Approved	15q13.3	15q13.3				golgin A8 family, member O	Golgin related	1856	2012-10-05		2015-11-18	2023-01-20	728047	ENSG00000206127	OTTHUMG00000162878	uc031qrg.2		NM_001277308	CCDS59252	A6NCC3																										HGNC:44406	"ENST00000509311.7|NM_001277308.1"	
HGNC:44408	GOLGA8Q	golgin A8 family member Q	protein-coding gene	gene with protein product	Approved	15q13.2	15q13.2				golgin A8 family, member Q	Golgin related	1856	2012-10-05		2015-11-18	2023-01-20	727909	ENSG00000178115	OTTHUMG00000175651	uc059hbl.1		NM_001355476	CCDS86441	H3BV12																										HGNC:44408	"ENST00000562783.2|NM_001355476.2"	
HGNC:44407	GOLGA8R	golgin A8 family member R	protein-coding gene	gene with protein product	Approved	15q13.2	15q13.2				golgin A8 family, member R	Golgin related	1856	2012-10-05		2015-11-18	2023-01-20	101059918	ENSG00000186399	OTTHUMG00000175646	uc021shi.3		NM_001282484	CCDS61575	I6L899																										HGNC:44407	"ENST00000327271.11|NM_001282484.1"	
HGNC:44409	GOLGA8S	golgin A8 family member S	protein-coding gene	gene with protein product	Approved	15q11.2	15q11.2				golgin A8 family, member S	Golgin related	1856	2012-10-05		2015-11-18	2023-01-20	653061	ENSG00000261739	OTTHUMG00000176415	uc059gsm.1		NM_001355465	CCDS91964	H3BPF8																										HGNC:44409	"ENST00000562295.3|NM_001395373.1"	
HGNC:44410	GOLGA8T	golgin A8 family member T	protein-coding gene	gene with protein product	Approved	15q13.2	15q13.2				golgin A8 family, member T	Golgin related	1856	2012-10-05		2015-11-18	2023-01-20	653075	ENSG00000261247	OTTHUMG00000175638	uc059hav.1		NM_001355469	CCDS86440	H3BQL2																										HGNC:44410	"ENST00000569052.2|NM_001355469.2"	
HGNC:4429	GOLGB1	golgin B1	protein-coding gene	gene with protein product	Approved	3q13.33	03q13.33	"GCP|GCP372|giantin|GOLIM1"	"macrogolgin|golgi integral membrane protein 1"		"golgi autoantigen, golgin subfamily b, macrogolgin (with transmembrane signal), 1|golgin B1, golgi integral membrane protein"	Golgins	1084	1997-11-05	2007-07-27	2010-02-12	2023-03-15	2804	ENSG00000173230	OTTHUMG00000159411	uc021xcy.3	X75304	NM_004487		Q14789	"7691276|15004235"	MGI:1099447	RGD:708429			602500																				HGNC:4429	"ENST00000614479.5|NM_001366282.2"	
HGNC:15448	GOLIM4	golgi integral membrane protein 4	protein-coding gene	gene with protein product	Approved	3q26.2	03q26.2	"GPP130|GIMPC|P138"		GOLPH4	golgi phosphoprotein 4			2001-04-27	2007-07-30	2007-07-30	2023-01-20	27333	ENSG00000173905	OTTHUMG00000158554	uc003ffe.3	U55853	NM_001308155		O00461	"9201717|15004235"	MGI:1920374	RGD:1310948			606805																				HGNC:15448	"ENST00000470487.6|NM_014498.5"	
HGNC:15451	GOLM1	golgi membrane protein 1	protein-coding gene	gene with protein product	Approved	9q21.33	09q21.33	"GP73|FLJ23608|bA379P1.3"		"GOLPH2|C9orf155"	"golgi phosphoprotein 2|chromosome 9 open reading frame 155"			2001-04-27	2007-07-30	2007-07-30	2023-01-20	51280	ENSG00000135052	OTTHUMG00000020130	uc004aom.4	AF236056	NM_177937	CCDS35054	Q8NBJ4	"10831838|18953438|22542941"	MGI:1917329	RGD:1589384			606804																				HGNC:15451	"ENST00000388712.7|NM_016548.4"	
HGNC:24892	GOLM2	golgi membrane protein 2	protein-coding gene	gene with protein product	Approved	15q15.3	15q15.3	"H63|DKFZp459F1927"		CASC4	"cancer susceptibility candidate 4|cancer susceptibility 4"			2005-07-11	2020-01-10	2020-01-10	2023-01-20	113201	ENSG00000166734	OTTHUMG00000131133	uc001ztp.4	AF103804	NM_138423		Q6P4E1	"10497265|26431027"	MGI:2443129	RGD:1305985																							HGNC:24892	"ENST00000299957.11|NM_138423.4"	
HGNC:15452	GOLPH3	golgi phosphoprotein 3	protein-coding gene	gene with protein product	Approved	5p13.3	05p13.3	"GPP34|GOPP1|MIDAS|Vps74"	"golgi peripheral membrane protein 1, 34 kDa|golgi protein|coat-protein|golgi-associated protein"		golgi phosphoprotein 3 (coat-protein)			2001-04-27		2016-01-21	2023-01-20	64083	ENSG00000113384	OTTHUMG00000090679	uc003jhp.2	AK075156	NM_022130	CCDS3896	Q9H4A6	"11042173|16263763"	MGI:1913879	RGD:621226			612207																				HGNC:15452	"ENST00000265070.7|NM_022130.4"	
HGNC:24882	GOLPH3L	golgi phosphoprotein 3 like	protein-coding gene	gene with protein product	Approved	1q21.3	01q21.3	GPP34R			golgi phosphoprotein 3-like			2004-11-16		2016-01-21	2023-01-20	55204	ENSG00000143457	OTTHUMG00000035009	uc001evj.3	AJ296153	NM_018178	CCDS966	Q9H4A5		MGI:1917129	RGD:1359281			612208																				HGNC:24882	"ENST00000271732.8|NM_018178.6"	
HGNC:24766	GOLT1A	golgi transport 1A	protein-coding gene	gene with protein product	Approved	1q32.1	01q32.1	"FLJ42654|CGI-141|YMR292W|GOT1|MGC62027"			golgi transport 1 homolog A (S. cerevisiae)			2005-02-07		2010-06-24	2023-01-20	127845	ENSG00000174567	OTTHUMG00000036056	uc001has.1	BC058832	NM_198447	CCDS1443	Q6ZVE7	26255816	MGI:1915588	RGD:1566310			620633					470388															HGNC:24766	"ENST00000308302.4|NM_198447.2"	
HGNC:20175	GOLT1B	golgi transport 1B	protein-coding gene	gene with protein product	Approved	12p12.1	12p12.1	"CGI-141|YMR292W|GOT1"			golgi transport 1 homolog B (S. cerevisiae)			2005-02-07		2010-06-24	2023-01-20	51026	ENSG00000111711	OTTHUMG00000169133	uc001rez.3	AB097020	NM_016072	CCDS8689	Q9Y3E0	"12414650|10810093"	MGI:1914214	RGD:1310691			615078					470390															HGNC:20175	"ENST00000229314.10|NM_016072.5"	
HGNC:25973	GON4L	gon-4 like	protein-coding gene	gene with protein product	Approved	1q22	01q22	"FLJ20203|GON-4|YARP"	YY1AP related protein	GON4	"gon-4 homolog (C.elegans)|gon-4-like (C. elegans)"	Myb/SANT domain containing	532	2005-08-22	2006-02-16	2016-03-07	2023-01-20	54856	ENSG00000116580	OTTHUMG00000014106	uc057lsu.1	AB046826	NM_032292		Q3T8J9	"16545939|21454521"	MGI:1917579	RGD:1564691			610393																				HGNC:25973	"ENST00000368331.6|NM_001282860.2"	HGNC:25973
HGNC:20356	GON7	GON7 subunit of KEOPS complex	protein-coding gene	gene with protein product	Approved	14q32.12	14q32.12			C14orf142	"chromosome 14 open reading frame 142|GON7, KEOPS complex subunit homolog|GON7, KEOPS complex subunit"	KEOPS complex	1313	2003-01-28	2016-07-08	2019-01-25	2023-01-20	84520	ENSG00000170270	OTTHUMG00000171267	uc001ybl.2	AF277185	NM_032490	CCDS41981	Q9BXV9	"22912744|27903914"	MGI:4845848	RGD:2302582			617436																				HGNC:20356	"ENST00000306954.5|NM_032490.5"	
HGNC:17643	GOPC	golgi associated PDZ and coiled-coil motif containing	protein-coding gene	gene with protein product	Approved	6q22.1	06q22.1	"dJ94G16.2|PIST|FIG|GOPC1|CAL"				PDZ domain containing	1220	2003-08-29		2016-06-01	2023-01-20	57120	ENSG00000047932	OTTHUMG00000015457	uc003pxv.4	AF287894	NM_020399	"CCDS5117|CCDS34523"	Q9HD26	"11162552|11520064"	MGI:2149946	RGD:1309512		GOPC	606845																				HGNC:17643	"ENST00000368498.7|NM_020399.4"	HGNC:17643
HGNC:25676	GORAB	golgin, RAB6 interacting	protein-coding gene	gene with protein product	Approved	1q24.2	01q24.2	"FLJ11752|NTKL-BP1|GO"	"gerodermia osteodysplastica|RAB6-interacting golgin"	SCYL1BP1	"SCY1-like 1 binding protein 1|golgin, RAB6-interacting"			2005-05-19	2009-02-13	2016-04-06	2023-01-20	92344	ENSG00000120370	OTTHUMG00000035228	uc001gha.3	AK021814	NM_152281		Q5T7V8	"12783284|15781263|18997784"	MGI:2138271	RGD:1564990			607983					169953															HGNC:25676	"ENST00000367763.8|NM_152281.3"	HGNC:25676
HGNC:16769	GORASP1	golgi reassembly stacking protein 1	protein-coding gene	gene with protein product	Approved	3p22.2	03p22.2	"GRASP65|P65|FLJ23443"		GOLPH5	"golgi phosphoprotein 5|golgi reassembly stacking protein 1, 65kDa"	PDZ domain containing	1220	2001-11-02	2002-05-24	2015-11-09	2023-01-20	64689	ENSG00000114745	OTTHUMG00000131292	uc003ciw.3	AJ409349	NM_031899		Q9BQQ3		MGI:1921748	RGD:621122			606867																				HGNC:16769	"ENST00000319283.8|NM_031899.4"	
HGNC:17500	GORASP2	golgi reassembly stacking protein 2	protein-coding gene	gene with protein product	Approved	2q31.1	02q31.1	"GRASP55|GRS2|GOLPH6"			"golgi reassembly stacking protein 2, 55 kDa|golgi reassembly stacking protein 2, 55kDa"	PDZ domain containing	1220	2002-05-23		2015-11-09	2023-01-20	26003	ENSG00000115806	OTTHUMG00000154072	uc002ugk.4		NM_001201428	CCDS33325	Q9H8Y8	10487747	MGI:2135962	RGD:619911			608693																				HGNC:17500	"ENST00000234160.5|NM_015530.5"	
HGNC:4430	GOSR1	golgi SNAP receptor complex member 1	protein-coding gene	gene with protein product	Approved	17q11.2	17q11.2	"GOS28|P28|GS28|GOS-28|GOLIM2"	golgi integral membrane protein 2			SNAREs	1124	1999-04-23			2023-01-20	9527	ENSG00000108587	OTTHUMG00000132796	uc002hfe.4	AF047438	NM_001007024	"CCDS11258|CCDS45643|CCDS45644"	O95249	"8638159|9653160|15004235"	MGI:1858260	RGD:71093			604026																				HGNC:4430	"ENST00000451249.7|NM_001007025.2"	
HGNC:4431	GOSR2	golgi SNAP receptor complex member 2	protein-coding gene	gene with protein product	Approved	17q21.32	17q21.32	"GS27|Bos1"				"SNAREs|MicroRNA protein coding host genes"	"1124|1691"	1999-04-23			2023-01-20	9570	ENSG00000108433	OTTHUMG00000178080	uc002ila.4	AF007548	NM_001012511		O14653	"9349823|10198168"	MGI:1927204	RGD:62079			604027					280623															HGNC:4431	"ENST00000640051.2|NM_004287.5"	HGNC:4431
HGNC:4432	GOT1	glutamic-oxaloacetic transaminase 1	protein-coding gene	gene with protein product	Approved	10q24.2	10q24.2	"AST1|SGOT|AST"	"aspartate aminotransferase 1|aspartate transaminase 1|glutamate oxaloacetate transaminase 1"		"glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)|glutamic-oxaloacetic transaminase 1, soluble"	Glutamic-oxaloacetic transaminase family	3516	2001-06-22		2016-04-05	2023-01-20	2805	ENSG00000120053	OTTHUMG00000018882	uc001kpr.4	M37400	NM_002079	CCDS7479	P17174	1974457	MGI:95791	RGD:2721			138180					470386										2.6.1.1					HGNC:4432	"ENST00000370508.7|NM_002079.3"	
HGNC:28487	GOT1L1	glutamic-oxaloacetic transaminase 1 like 1	protein-coding gene	gene with protein product	Approved	8p11.23	08p11.23	MGC33309				Glutamic-oxaloacetic transaminase family	3516	2005-09-22		2017-06-13	2023-01-20	137362	ENSG00000169154	OTTHUMG00000164027	uc011lbj.2	BC029504	NM_152413	CCDS47839	Q8NHS2	25646960	MGI:1923865	RGD:1307172																							HGNC:28487	"ENST00000307599.5|NM_152413.3"	
HGNC:4433	GOT2	glutamic-oxaloacetic transaminase 2	protein-coding gene	gene with protein product	Approved	16q21	16q21	"mitAAT|KATIV|KAT4|KYAT4|mAspAT"	"kynurenine aminotransferase IV|aspartate aminotransferase 2|aspartate transaminase 2"		"glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)|glutamic-oxaloacetic transaminase 2, mitochondrial"	Glutamic-oxaloacetic transaminase family	3516	2001-06-22		2015-12-04	2023-07-24	2806	ENSG00000125166	OTTHUMG00000133769	uc002eof.2		NM_002080		P00505	"17442055|31422819"	MGI:95792	RGD:2722			138150															"2.6.1.1|2.6.1.7"					HGNC:4433	"ENST00000245206.10|NM_002080.4"	HGNC:4433
HGNC:4439	GP1BA	glycoprotein Ib platelet subunit alpha	protein-coding gene	gene with protein product	Approved	17p13.2	17p13.2	"CD42b|GPIbalpha"	platelet glycoprotein Ib alpha chain	GP1B	glycoprotein Ib (platelet), alpha polypeptide	CD molecules	471	1990-09-10		2018-04-23	2023-01-20	2811	ENSG00000185245	OTTHUMG00000177946	uc021tnz.1		NM_000173	CCDS54068	P07359	3353370	MGI:1333744	RGD:1310239	LRG_480|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_480.xml		606672					122237								CD42b							HGNC:4439	"ENST00000329125.6|NM_000173.7"	HGNC:4439
HGNC:4440	GP1BB	glycoprotein Ib platelet subunit beta	protein-coding gene	gene with protein product	Approved	22q11.21	22q11.21	"CD42c|GPIbbeta"	platelet glycoprotein Ib beta chain		glycoprotein Ib (platelet), beta polypeptide	CD molecules	471	1991-11-21		2018-04-23	2023-01-20	2812	ENSG00000203618	OTTHUMG00000150397	uc062bnf.1		NM_000407	CCDS42980	P13224	3422424	MGI:107852	RGD:621050	LRG_478|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_478.xml		138720					122241								CD42c							HGNC:4440	"ENST00000366425.4|NM_000407.5"	HGNC:4440
HGNC:4441	GP2	glycoprotein 2	protein-coding gene	gene with protein product	Approved	16p12.3	16p12.3	ZAP75			glycoprotein 2 (zymogen granule membrane)			1997-10-09		2016-01-14	2023-01-20	2813	ENSG00000169347	OTTHUMG00000131489	uc002dgw.4	U36221	NM_016295		P55259	9605860	MGI:1914383	RGD:621695			602977																				HGNC:4441	"ENST00000302555.10|NM_001502.4"	
HGNC:4443	GP5	glycoprotein V platelet	protein-coding gene	gene with protein product	Approved	3q29	03q29	CD42d	platelet glycoprotein V		glycoprotein V (platelet)	CD molecules	471	1993-11-03		2016-01-14	2023-01-20	2814	ENSG00000178732	OTTHUMG00000150345	uc062rou.1	L11238	NM_004488	CCDS3307	P40197	7690959	MGI:1096363	RGD:2724			173511					470392								CD42d							HGNC:4443	"ENST00000692618.1|NM_004488.2"	
